Ime,URL,Gorovje,Višina (m),Zahtevnost (min),Zahtevnost (max),Priljubljenost
Vršac (nad Zadnjo Trento),https://www.hribi.net/gora/vrsac_nad_zadnjo_trento/1/3589,Julijske Alpe,2113,zahtevna,zahtevna,2494
Sveti Marko (Spodnje Danje),https://www.hribi.net/gora/sveti_marko_spodnje_danje/21/2577,"Škofjeloško, Cerkljansko hribovje in Jelovica",878,lahka,lahka,2495
Lovski dom LD Gradišče,https://www.hribi.net/gora/lovski_dom_ld_gradisce/4/3096,Pohorje in ostala severovzhodna Slovenija,880,lahka,lahka,2497
Stiška vas,https://www.hribi.net/gora/stiska_vas/3/3258,Kamniško Savinjske Alpe,725,lahka,lahka,2498
Zjavka,https://www.hribi.net/gora/zjavka/21/2776,"Škofjeloško, Cerkljansko hribovje in Jelovica",505,lahka,lahka,2499
Mali vrh (na Mežakli),https://www.hribi.net/gora/mali_vrh_na_mezakli/1/3297,Julijske Alpe,1389,delno zahtevna,delno zahtevna,2500
Silavec (Stolp zdravja in veselja na Rudnici),https://www.hribi.net/gora/silavec_stolp_zdravja_in_veselja_na_rudnici/25/3920,Zasavsko - Posavsko hribovje in Dolenjska,622,lahka,lahka,2501
Sveta Ana (Razguri),https://www.hribi.net/gora/sveta_ana_razguri/26/2738,"Goriško, Notranjsko in Snežniško hribovje",560,lahka,lahka,2502
Grobnica barona Borna,https://www.hribi.net/gora/grobnica_barona_borna/11/3261,Karavanke,800,lahka,lahka,2503
Sveta Neža (Liboje),https://www.hribi.net/gora/sveta_neza_liboje/25/3239,Zasavsko - Posavsko hribovje in Dolenjska,368,lahka,lahka,2504
Babni vrh,https://www.hribi.net/gora/babni_vrh/25/3350,Zasavsko - Posavsko hribovje in Dolenjska,753,lahka,lahka,2506
Lovska koča LD Otavnik,https://www.hribi.net/gora/lovska_koca_ld_otavnik/21/2599,"Škofjeloško, Cerkljansko hribovje in Jelovica",1090,lahka,lahka,2507
Plakopec (Brezejec),https://www.hribi.net/gora/plakopec_brezejec/11/2892,Karavanke,1005,ni podatka,ni podatka,2508
Vratni vrh,https://www.hribi.net/gora/vratni_vrh/1/3478,Julijske Alpe,1983,lahka,lahka,2510
Koča Planinc,https://www.hribi.net/gora/koca_planinc/4/3773,Pohorje in ostala severovzhodna Slovenija,1010,lahka,lahka,2513
Štalekarjev vrh,https://www.hribi.net/gora/stalekarjev_vrh/11/2919,Karavanke,792,lahka,lahka,2515
Kozjek (nad Socko),https://www.hribi.net/gora/kozjek_nad_socko/11/3345,Karavanke,748,lahka,lahka,2516
Na pečeh pri Črnem Vrhu,https://www.hribi.net/gora/na_peceh_pri_crnem_vrhu/11/2621,Karavanke,1318,lahka,lahka,2518
Gora sv. Eme (Junska gora) / Hemmaberg,https://www.hribi.net/gora/gora_sv_eme_junska_gora___hemmaberg/11/3056,Karavanke,842,lahka,lahka,2520
Planina Brsnina,https://www.hribi.net/gora/planina_brsnina/11/3264,Karavanke,1357,lahka,lahka,2521
Lovsko zavetišče Kolombar,https://www.hribi.net/gora/lovsko_zavetisce_kolombar/26/2910,"Goriško, Notranjsko in Snežniško hribovje",218,lahka,lahka,2522
Lopar,https://www.hribi.net/gora/lopar/26/2944,"Goriško, Notranjsko in Snežniško hribovje",303,lahka,lahka,2523
Sveti Jurij (Praproče),https://www.hribi.net/gora/sveti_jurij_praproce/5/2560,Polhograjsko hribovje in Ljubljana,552,lahka,lahka,2524
Kamčič,https://www.hribi.net/gora/kamcic/25/3358,Zasavsko - Posavsko hribovje in Dolenjska,525,lahka,lahka,2525
Žerjavov Praprotnik / Loibler Prapotnik,https://www.hribi.net/gora/zerjavov_praprotnik___loibler_prapotnik/11/2744,Karavanke,1500,ni podatka,ni podatka,2526
Arihova peč / Arichwand,https://www.hribi.net/gora/arihova_pec___arichwand/11/2974,Karavanke,1090,lahka,lahka,2530
Brdo (Plezališče pod Golico),https://www.hribi.net/gora/brdo_plezalisce_pod_golico/11/2433,Karavanke,1192,lahka,lahka,2532
Mokrišče Blata,https://www.hribi.net/gora/mokrisce_blata/3/2841,Kamniško Savinjske Alpe,505,lahka,lahka,2534
Na Glavi,https://www.hribi.net/gora/na_glavi/1/3570,Julijske Alpe,1666,lahka,lahka,2538
Miklavžev hrib (Razgledni stolp),https://www.hribi.net/gora/miklavzev_hrib_razgledni_stolp/25/2761,Zasavsko - Posavsko hribovje in Dolenjska,376,lahka,lahka,2539
Sveti Vid (nad Zgornjim Tuhinjem),https://www.hribi.net/gora/sveti_vid_nad_zgornjim_tuhinjem/3/3443,Kamniško Savinjske Alpe,846,lahka,lahka,2541
Hribce,https://www.hribi.net/gora/hribce/25/2592,Zasavsko - Posavsko hribovje in Dolenjska,388,lahka,lahka,2543
Gradišče pod Babjim zobom,https://www.hribi.net/gora/gradisce_pod_babjim_zobom/21/2766,"Škofjeloško, Cerkljansko hribovje in Jelovica",824,lahka,lahka,2544
Sveti Ambrož (Tabor),https://www.hribi.net/gora/sveti_ambroz_tabor/26/3242,"Goriško, Notranjsko in Snežniško hribovje",531,lahka,lahka,2545
Jama Pečinka,https://www.hribi.net/gora/jama_pecinka/26/3241,"Goriško, Notranjsko in Snežniško hribovje",295,lahka,lahka,2552
Škrbinjek,https://www.hribi.net/gora/skrbinjek/1/3821,Julijske Alpe,1341,lahka,lahka,2553
Stari grad nad Želimljami,https://www.hribi.net/gora/stari_grad_nad_zelimljami/26/2505,"Goriško, Notranjsko in Snežniško hribovje",555,lahka,lahka,2554
Bivak Suška bajta,https://www.hribi.net/gora/bivak_suska_bajta/11/2779,Karavanke,1034,lahka,lahka,2555
Govševa planina,https://www.hribi.net/gora/govseva_planina/11/2700,Karavanke,1300,lahka,lahka,2556
Špičasti vrh / Spitzberg,https://www.hribi.net/gora/spicasti_vrh___spitzberg/11/2707,Karavanke,1551,lahka,lahka,2557
Soteska Mučevo,https://www.hribi.net/gora/soteska_mucevo/11/3615,Karavanke,690,zahtevna,zahtevna,2558
Sv. Miklavž na Goropečah,https://www.hribi.net/gora/sv_miklavz_na_goropecah/25/2870,Zasavsko - Posavsko hribovje in Dolenjska,401,lahka,lahka,2559
Sveti Urban (nad Gorenjo Dobravo),https://www.hribi.net/gora/sveti_urban_nad_gorenjo_dobravo/5/3072,Polhograjsko hribovje in Ljubljana,570,lahka,lahka,2561
Sveti Pavel (nad Ročinjem),https://www.hribi.net/gora/sveti_pavel_nad_rocinjem/26/3352,"Goriško, Notranjsko in Snežniško hribovje",403,lahka,lahka,2562
Sveti Križ (nad Planino pri Sevnici),https://www.hribi.net/gora/sveti_kriz_nad_planino_pri_sevnici/25/3533,Zasavsko - Posavsko hribovje in Dolenjska,730,lahka,lahka,2563
Vrh Slajke,https://www.hribi.net/gora/vrh_slajke/21/3224,"Škofjeloško, Cerkljansko hribovje in Jelovica",790,lahka,lahka,2565
Naravno bohorsko okno,https://www.hribi.net/gora/naravno_bohorsko_okno/25/3525,Zasavsko - Posavsko hribovje in Dolenjska,883,lahka,lahka,2570
Jesenik (Jesenikov vrh),https://www.hribi.net/gora/jesenik_jesenikov_vrh/11/2918,Karavanke,1199,lahka,lahka,2571
Veliki Medvejk / Monte Orsario,https://www.hribi.net/gora/veliki_medvejk___monte_orsario/26/3639,"Goriško, Notranjsko in Snežniško hribovje",472,lahka,lahka,2572
Ledinekov kogel,https://www.hribi.net/gora/ledinekov_kogel/4/3649,Pohorje in ostala severovzhodna Slovenija,1182,lahka,lahka,2575
Glava za Bajto,https://www.hribi.net/gora/glava_za_bajto/1/3692,Julijske Alpe,2131,delno zahtevna,delno zahtevna,2576
Grad Jablje,https://www.hribi.net/gora/grad_jablje/5/3527,Polhograjsko hribovje in Ljubljana,310,lahka,lahka,2578
Sveta Neža (Brezje pri Tržiču),https://www.hribi.net/gora/sveta_neza_brezje_pri_trzicu/3/3349,Kamniško Savinjske Alpe,677,lahka,lahka,2579
Grad Podsreda,https://www.hribi.net/gora/grad_podsreda/25/3458,Zasavsko - Posavsko hribovje in Dolenjska,475,lahka,lahka,2580
Planinski dom Zarja (Hotel Zarja),https://www.hribi.net/gora/planinski_dom_zarja_hotel_zarja/4/3534,Pohorje in ostala severovzhodna Slovenija,1113,lahka,lahka,2581
Izvir Dravinje,https://www.hribi.net/gora/izvir_dravinje/4/3851,Pohorje in ostala severovzhodna Slovenija,1460,lahka,lahka,2582
Petrova skala na Bohorju,https://www.hribi.net/gora/petrova_skala_na_bohorju/25/3524,Zasavsko - Posavsko hribovje in Dolenjska,913,lahka,lahka,2585
Štivanski log,https://www.hribi.net/gora/stivanski_log/26/2743,"Goriško, Notranjsko in Snežniško hribovje",530,lahka,lahka,2586
Slapišče pod Kalvarijo,https://www.hribi.net/gora/slapisce_pod_kalvarijo/11/2517,Karavanke,700,ni podatka,ni podatka,2588
Herkulovo svetišče na Bregu,https://www.hribi.net/gora/herkulovo_svetisce_na_bregu/25/2624,Zasavsko - Posavsko hribovje in Dolenjska,290,lahka,lahka,2590
Gorišca,https://www.hribi.net/gora/gorisca/25/3028,Zasavsko - Posavsko hribovje in Dolenjska,698,lahka,lahka,2592
Koča nad Arihovo pečjo / Rossalmhütte,https://www.hribi.net/gora/koca_nad_arihovo_pecjo___rossalmhutte/11/2973,Karavanke,1080,lahka,lahka,2593
Ažmanov rovt,https://www.hribi.net/gora/azmanov_rovt/21/3108,"Škofjeloško, Cerkljansko hribovje in Jelovica",960,lahka,lahka,2595
Zaganjalka,https://www.hribi.net/gora/zaganjalka/21/3230,"Škofjeloško, Cerkljansko hribovje in Jelovica",661,lahka,lahka,2596
Gank,https://www.hribi.net/gora/gank/11/2644,Karavanke,850,ni podatka,ni podatka,2597
Turistična kmetija Trnovc,https://www.hribi.net/gora/turisticna_kmetija_trnovc/3/3113,Kamniško Savinjske Alpe,412,lahka,lahka,2598
Sveti Jakob (Jakec),https://www.hribi.net/gora/sveti_jakob_jakec/3/3510,Kamniško Savinjske Alpe,528,lahka,lahka,2600
Sveti Janez Krstnik (Goropeke),https://www.hribi.net/gora/sveti_janez_krstnik_goropeke/26/3055,"Goriško, Notranjsko in Snežniško hribovje",682,lahka,lahka,2601
Primožkovi hribi,https://www.hribi.net/gora/primozkovi_hribi/11/3254,Karavanke,1326,lahka,lahka,2604
Javorče,https://www.hribi.net/gora/javorce/11/3342,Karavanke,1667,ni podatka,ni podatka,2605
Cima Vildiver (Dve špici),https://www.hribi.net/gora/cima_vildiver_dve_spici/1/3585,Julijske Alpe,2008,lahka,lahka,2606
Stara gora / Altberg,https://www.hribi.net/gora/stara_gora___altberg/11/2821,Karavanke,1552,lahka,lahka,2607
Kucelj (nad Kopačnico),https://www.hribi.net/gora/kucelj_nad_kopacnico/21/3361,"Škofjeloško, Cerkljansko hribovje in Jelovica",920,lahka,lahka,2609
Monte Gosadon,https://www.hribi.net/gora/monte_gosadon/1/3580,Julijske Alpe,1968,lahka,zahtevna,2610
Leskovica (nad Stražiščem),https://www.hribi.net/gora/leskovica_nad_straziscem/26/2752,"Goriško, Notranjsko in Snežniško hribovje",947,lahka,lahka,2611
Veliki Bojanski vrh,https://www.hribi.net/gora/veliki_bojanski_vrh/25/3335,Zasavsko - Posavsko hribovje in Dolenjska,627,lahka,lahka,2614
Razgledišče pod Srnjakom nad Logatcem,https://www.hribi.net/gora/razgledisce_pod_srnjakom_nad_logatcem/26/4010,"Goriško, Notranjsko in Snežniško hribovje",800,lahka,lahka,2615
Šoparjev vrh,https://www.hribi.net/gora/soparjev_vrh/11/2853,Karavanke,1524,lahka,lahka,2616
Velika Glava,https://www.hribi.net/gora/velika_glava/1/3476,Julijske Alpe,1883,lahka,delno zahtevna,2618
Rjavec,https://www.hribi.net/gora/rjavec/1/4122,Julijske Alpe,2571,ni podatka,ni podatka,2622
Plešivec (Bohor),https://www.hribi.net/gora/plesivec_bohor/25/3523,Zasavsko - Posavsko hribovje in Dolenjska,915,lahka,lahka,2624
Izvir Lipnika,https://www.hribi.net/gora/izvir_lipnika/1/3102,Julijske Alpe,660,lahka,lahka,2625
Dom LD Dobrnič,https://www.hribi.net/gora/dom_ld_dobrnic/25/2586,Zasavsko - Posavsko hribovje in Dolenjska,440,lahka,lahka,2626
Vzletišče Peter (Straška gora),https://www.hribi.net/gora/vzletisce_peter_straska_gora/25/3487,Zasavsko - Posavsko hribovje in Dolenjska,464,lahka,lahka,2627
Sveti Danijel (nad Trbonjami),https://www.hribi.net/gora/sveti_danijel_nad_trbonjami/4/3078,Pohorje in ostala severovzhodna Slovenija,845,lahka,lahka,2629
Planina Kladje / Quadiaalm,https://www.hribi.net/gora/planina_kladje___quadiaalm/11/2793,Karavanke,1271,lahka,lahka,2634
Krog (Ledinski grič),https://www.hribi.net/gora/krog_ledinski_gric/21/3232,"Škofjeloško, Cerkljansko hribovje in Jelovica",940,lahka,lahka,2635
Velika Radenska stena,https://www.hribi.net/gora/velika_radenska_stena/25/3330,Zasavsko - Posavsko hribovje in Dolenjska,439,lahka,lahka,2637
Sveti Pankracij (Grajski grič),https://www.hribi.net/gora/sveti_pankracij_grajski_gric/11/3068,Karavanke,530,lahka,lahka,2639
Rečiška planina,https://www.hribi.net/gora/reciska_planina/1/3197,Julijske Alpe,1265,lahka,lahka,2640
Srednji vrh (na Matajurju),https://www.hribi.net/gora/srednji_vrh_na_matajurju/1/2998,Julijske Alpe,1320,lahka,lahka,2642
Robniške peči,https://www.hribi.net/gora/robniske_peci/11/3222,Karavanke,1323,ni podatka,ni podatka,2644
Sveta Ana (Ledinica),https://www.hribi.net/gora/sveta_ana_ledinica/21/3233,"Škofjeloško, Cerkljansko hribovje in Jelovica",503,lahka,lahka,2645
Špik (Vranškov grič),https://www.hribi.net/gora/spik_vranskov_gric/21/3354,"Škofjeloško, Cerkljansko hribovje in Jelovica",908,lahka,lahka,2647
Maceljska gora,https://www.hribi.net/gora/maceljska_gora/11/3674,Karavanke,718,lahka,lahka,2648
Kapelica pri Mariji pod Srebotnikom,https://www.hribi.net/gora/kapelica_pri_mariji_pod_srebotnikom/25/2470,Zasavsko - Posavsko hribovje in Dolenjska,500,lahka,lahka,2650
Golarjev vrh,https://www.hribi.net/gora/golarjev_vrh/4/3098,Pohorje in ostala severovzhodna Slovenija,843,lahka,lahka,2655
Planina Zali potok,https://www.hribi.net/gora/planina_zali_potok/11/2816,Karavanke,1032,lahka,lahka,2657
Sveti Urh (Urh),https://www.hribi.net/gora/sveti_urh_urh/4/3506,Pohorje in ostala severovzhodna Slovenija,895,lahka,lahka,2658
Kamnolom mlinskih kamnov,https://www.hribi.net/gora/kamnolom_mlinskih_kamnov/25/3397,Zasavsko - Posavsko hribovje in Dolenjska,390,lahka,lahka,2664
Grad Podčetrtek,https://www.hribi.net/gora/grad_podcetrtek/25/3918,Zasavsko - Posavsko hribovje in Dolenjska,355,lahka,lahka,2665
Sveti Rok (Sele),https://www.hribi.net/gora/sveti_rok_sele/11/3067,Karavanke,582,lahka,lahka,2666
Risnati rob (Polevec),https://www.hribi.net/gora/risnati_rob_polevec/1/3299,Julijske Alpe,1438,delno zahtevna,delno zahtevna,2667
Izvir Polskave,https://www.hribi.net/gora/izvir_polskave/4/3497,Pohorje in ostala severovzhodna Slovenija,1180,lahka,lahka,2668
Koča na Jurgovem,https://www.hribi.net/gora/koca_na_jurgovem/4/3850,Pohorje in ostala severovzhodna Slovenija,1430,lahka,lahka,2669
Planina Ilovec,https://www.hribi.net/gora/planina_ilovec/1/2787,Julijske Alpe,1170,lahka,lahka,2670
Sebenje,https://www.hribi.net/gora/sebenje/3/2829,Kamniško Savinjske Alpe,500,lahka,lahka,2674
Skrivski izvir,https://www.hribi.net/gora/skrivski_izvir/26/3231,"Goriško, Notranjsko in Snežniško hribovje",500,lahka,lahka,2675
Lovski dom Bohor,https://www.hribi.net/gora/lovski_dom_bohor/25/3522,Zasavsko - Posavsko hribovje in Dolenjska,842,lahka,lahka,2676
Cerkev Jezusove spremenitve na gori (Rogla),https://www.hribi.net/gora/cerkev_jezusove_spremenitve_na_gori_rogla/4/3852,Pohorje in ostala severovzhodna Slovenija,1474,lahka,lahka,2677
Kapelica Srca Jezusovega (Jelendol),https://www.hribi.net/gora/kapelica_srca_jezusovega_jelendol/11/3255,Karavanke,807,lahka,lahka,2678
Smodivnik,https://www.hribi.net/gora/smodivnik/11/2881,Karavanke,923,lahka,lahka,2681
Sveta Uršula (Bojtina),https://www.hribi.net/gora/sveta_ursula_bojtina/4/3498,Pohorje in ostala severovzhodna Slovenija,1006,lahka,lahka,2682
Adijev bivak na Reški planini,https://www.hribi.net/gora/adijev_bivak_na_reski_planini/25/3653,Zasavsko - Posavsko hribovje in Dolenjska,910,lahka,delno zahtevna,2683
Sveti Lenart / St. Leonhard,https://www.hribi.net/gora/sveti_lenart___st_leonhard/11/2978,Karavanke,1334,lahka,lahka,2686
Hotel Tisa (Poštarski dom),https://www.hribi.net/gora/hotel_tisa_postarski_dom/4/3853,Pohorje in ostala severovzhodna Slovenija,912,lahka,lahka,2688
Lipnik (pri Velenju),https://www.hribi.net/gora/lipnik_pri_velenju/3/3234,Kamniško Savinjske Alpe,486,lahka,lahka,2689
Brunarica Krmiše,https://www.hribi.net/gora/brunarica_krmise/11/3815,Karavanke,960,zahtevna,zahtevna,2690
Črni Vogel,https://www.hribi.net/gora/crni_vogel/1/4050,Julijske Alpe,2422,zahtevna,zahtevna,2693
Strana,https://www.hribi.net/gora/strana/11/2619,Karavanke,711,lahka,lahka,2696
Obrovnik,https://www.hribi.net/gora/obrovnik/26/3622,"Goriško, Notranjsko in Snežniško hribovje",700,lahka,lahka,2698
Goropeški grič (Pikrej),https://www.hribi.net/gora/goropeski_gric_pikrej/26/3054,"Goriško, Notranjsko in Snežniško hribovje",672,lahka,lahka,2700
Sveti Pavel (Stara Oselica),https://www.hribi.net/gora/sveti_pavel_stara_oselica/21/3357,"Škofjeloško, Cerkljansko hribovje in Jelovica",728,lahka,lahka,2701
Alte Bleiburger Hütte,https://www.hribi.net/gora/alte_bleiburger_hutte/11/4051,Karavanke,2000,lahka,lahka,2702
Kebeljski grad (Zajčev grad),https://www.hribi.net/gora/kebeljski_grad_zajcev_grad/4/3556,Pohorje in ostala severovzhodna Slovenija,813,lahka,lahka,2707
Lasina,https://www.hribi.net/gora/lasina/4/3467,Pohorje in ostala severovzhodna Slovenija,1412,ni podatka,ni podatka,2710
Pravi vrh,https://www.hribi.net/gora/pravi_vrh/26/2497,"Goriško, Notranjsko in Snežniško hribovje",830,ni podatka,ni podatka,2711
Planina Goreljše,https://www.hribi.net/gora/planina_goreljse/11/3272,Karavanke,1125,lahka,lahka,2716
Liparjev grič,https://www.hribi.net/gora/liparjev_gric/5/3406,Polhograjsko hribovje in Ljubljana,374,lahka,lahka,2717
Vrhovski grič,https://www.hribi.net/gora/vrhovski_gric/21/3225,"Škofjeloško, Cerkljansko hribovje in Jelovica",958,lahka,lahka,2720
Sveti Jakob v Koprivni,https://www.hribi.net/gora/sveti_jakob_v_koprivni/11/3130,Karavanke,1062,lahka,lahka,2721
Sv. Peter in Pavel (Perati),https://www.hribi.net/gora/sv_peter_in_pavel_perati/1/3001,Julijske Alpe,812,lahka,lahka,2724
Mali Juhej,https://www.hribi.net/gora/mali_juhej/11/3256,Karavanke,820,lahka,lahka,2725
Vrhovčev grič,https://www.hribi.net/gora/vrhovcev_gric/5/3413,Polhograjsko hribovje in Ljubljana,495,lahka,lahka,2726
Sveti Križ (Slemšek),https://www.hribi.net/gora/sveti_kriz_slemsek/25/3250,Zasavsko - Posavsko hribovje in Dolenjska,680,lahka,lahka,2728
Španov vrh (Besnica),https://www.hribi.net/gora/spanov_vrh_besnica/25/3532,Zasavsko - Posavsko hribovje in Dolenjska,559,lahka,lahka,2730
Homič,https://www.hribi.net/gora/homic/25/4200,Zasavsko - Posavsko hribovje in Dolenjska,1082,lahka,lahka,2731
Klada,https://www.hribi.net/gora/klada/26/3262,"Goriško, Notranjsko in Snežniško hribovje",475,lahka,lahka,2732
Stara sveta gora,https://www.hribi.net/gora/stara_sveta_gora/25/3459,Zasavsko - Posavsko hribovje in Dolenjska,386,lahka,lahka,2734
Planina Zgornji Kozjek,https://www.hribi.net/gora/planina_zgornji_kozjek/1/3203,Julijske Alpe,1230,lahka,lahka,2737
Gozdarska koča Mali Vokel,https://www.hribi.net/gora/gozdarska_koca_mali_vokel/1/3193,Julijske Alpe,1145,lahka,lahka,2738
Cerkev Device Marije na Kamnu,https://www.hribi.net/gora/cerkev_device_marije_na_kamnu/4/3083,Pohorje in ostala severovzhodna Slovenija,381,ni podatka,ni podatka,2741
Partizanska bolnišnica Jesen,https://www.hribi.net/gora/partizanska_bolnisnica_jesen/4/3751,Pohorje in ostala severovzhodna Slovenija,1035,lahka,lahka,2744
Ješivec,https://www.hribi.net/gora/jesivec/25/4012,Zasavsko - Posavsko hribovje in Dolenjska,934,lahka,lahka,2746
Medvedja luknja,https://www.hribi.net/gora/medvedja_luknja/21/3166,"Škofjeloško, Cerkljansko hribovje in Jelovica",390,ni podatka,ni podatka,2749
V Boštkú,https://www.hribi.net/gora/v_bostku/3/3150,Kamniško Savinjske Alpe,466,lahka,lahka,2752
Mlina peč,https://www.hribi.net/gora/mlina_pec/1/3199,Julijske Alpe,506,lahka,lahka,2754
Vrh Zelenic,https://www.hribi.net/gora/vrh_zelenic/1/4125,Julijske Alpe,2478,ni podatka,ni podatka,2755
Maroltova jelka (Bistriški vintgar),https://www.hribi.net/gora/maroltova_jelka_bistriski_vintgar/4/3613,Pohorje in ostala severovzhodna Slovenija,800,lahka,lahka,2759
Sveti Duh (Labinje),https://www.hribi.net/gora/sveti_duh_labinje/21/2997,"Škofjeloško, Cerkljansko hribovje in Jelovica",665,lahka,lahka,2760
Jelenk,https://www.hribi.net/gora/jelenk/1/3479,Julijske Alpe,2049,ni podatka,ni podatka,2764
Britmanca,https://www.hribi.net/gora/britmanca/21/4085,"Škofjeloško, Cerkljansko hribovje in Jelovica",1231,lahka,lahka,2765
Malga Cuarnan,https://www.hribi.net/gora/malga_cuarnan/1/3101,Julijske Alpe,1070,lahka,lahka,2766
Brunški vrh,https://www.hribi.net/gora/brunski_vrh/3/3362,Kamniško Savinjske Alpe,511,lahka,lahka,2768
Gradišče nad Ilovo Goro,https://www.hribi.net/gora/gradisce_nad_ilovo_goro/25/3366,Zasavsko - Posavsko hribovje in Dolenjska,601,lahka,lahka,2770
Sveti Pavel (Straža),https://www.hribi.net/gora/sveti_pavel_straza/21/3229,"Škofjeloško, Cerkljansko hribovje in Jelovica",451,lahka,lahka,2774
Planina Rep (Repija),https://www.hribi.net/gora/planina_rep_repija/11/2699,Karavanke,1330,lahka,lahka,2775
Sveti Lambert (Lancovo),https://www.hribi.net/gora/sveti_lambert_lancovo/21/3268,"Škofjeloško, Cerkljansko hribovje in Jelovica",515,lahka,lahka,2779
Strmec (nad Dragomerom),https://www.hribi.net/gora/strmec_nad_dragomerom/5/3451,Polhograjsko hribovje in Ljubljana,446,lahka,lahka,2781
Planina nad Borovnico,https://www.hribi.net/gora/planina_nad_borovnico/26/3957,"Goriško, Notranjsko in Snežniško hribovje",729,lahka,lahka,2783
Laghetto di Somdogna,https://www.hribi.net/gora/laghetto_di_somdogna/1/3565,Julijske Alpe,1447,lahka,lahka,2784
